firstName,middleName,lastName,socialSecurityNumber,dateOfBirth,postalAddress,phoneNumber,hireDate
Earl,Lucille,Angelo,574132549,December 1 1980,1160 Graham Road BELLVILLE Texas 31693,636823335,October 2 2001
Noe,Lindsey,Denk,249691479,June 11 1953,7796 Rinn Road NEW ULM Texas 39657,207981196,March 29 1987
Olive,Signe,Walkers,175051668,December 4 1967,720 Roosevelt SEALY Texas 13970,440461782,October 11 2010
Marcos,Dane,Barnard,111130961,August 8 1982,531 Norcross Road WALLIS Texas 56733,503444834,December 18 2001
Kristofer,Troy,Schlauch,782307991,December 12 1973,17080 Hinkel Road CAT SPRING Texas 71039,659739757,May 22 2004
Myrtie,Zachariah,Vala,691351649,April 11 1976,612 Silliman Street SEALY Texas 28330,431593534,January 22 2010
Arie,Shawnda,Ulanski,781535977,August 6 1956,0 Ives Creek Road (Off Of)  Texas 36884,834085282,January 13 1995
Lindsy,Elvina,Cloffi,145626627,January 11 1991,   Texas 92036,737002852,August 4 2007
Aja,Leif,Holecz,261308447,July 25 1969,275 Camilla Circle BELLVILLE Texas 97449,954899952,February 21 2009
Nan,Apryl,Ruben,421720162,June 11 1981,0 South 2nd Street WALLIS Texas 94061,133267706,November 9 2013
Ron,Teodoro,Lehnen,635776946,August 26 1979,222 South Bell Street BELLVILLE Texas 50279,409083940,October 28 1990
Marianna,Charlotte,Westman,451380994,January 7 1964,214 5th Street SEALY Texas 18309,453059569,June 18 1991
Vicenta,Tien,Sherles,188649721,November 20 1992,0 Fm 949 CAT SPRING Texas 70109,292230880,March 5 1986
Madalene,Carylon,Bizub,466171018,July 18 1990,4802 Morning Dove Lane SEALY Texas 30242,370867152,November 29 2013
Libby,Jerry,Kamealoha,295145777,May 24 1994,   Texas 74209,331498790,June 12 2005
Marlene,Willow,Hadfield,933970950,January 7 1988,   Texas 49016,760898231,October 9 1998
Parthenia,Annette,Fowlston,633785163,March 19 1985,2435 Stockold Road  Texas 64887,781766568,March 1 2014
Jackie,Leigh,Lagos,539731779,August 10 1957,1822 Meyer Street SEALY Texas 66552,615928713,October 19 2002
Maryellen,Sandie,Cun,847572175,October 26 1971,1027 Atchison Street SEALY Texas 65077,472466936,January 24 1988
Merlyn,Aaron,Hogle,401253998,January 15 1978,   Texas 46778,773806207,July 6 1995
Werner,Val,Caddy,764552402,June 15 1963,   Texas 91207,814671433,May 4 2003
Benjamin,Britt,Grunden,124319859,January 1 1982,0 Sunflower Lane NEW ULM Texas 60505,632412024,November 4 2005
Waneta,Ivana,Anawaty,849569251,August 9 1978,0 Old Nelsonville Road (Off Of) BELLVILLE Texas 57915,867749230,March 29 2001
Cheree,Deann,Bourdages,828665737,July 16 1966,5873 Ridgewood Road SEALY  Texas 73187,210165490,July 15 2011
Janeth,Sung,Sarrell,264437969,February 5 1980,207 Briar Ridge Drive BELLVILLE Texas 53733,687328218,April 22 1995
Kaycee,Katelynn,Wass,970281521,May 23 1966,23326 Double R Lane   Texas 82147,255055765,December 31 2015
Lucy,Evangelina,Bible,943263273,January 1 1956,3619 Reinhardt Road BELLVILLE Texas 90041,367388197,February 19 1985
Monika,Taneka,Weinstein,610525086,July 21 1988,   Texas 53269,871590039,August 6 1990
Quintin,Lela,Donnelly,497253443,June 19 1994,2279 Grubbs Road SEALY Texas 26777,271084692,December 19 2008
Latasha,Eileen,Durr,438636931,January 16 1993,416 Walnut Street NEW ULM Texas 32360,221268931,March 20 1990
Terrilyn,Otha,Simi,201570540,August 23 1967,   Texas 94125,350249914,July 13 2013
Lashaunda,Sophie,Bellantone,702471231,July 12 1990,0 Scranton Grove Road  Texas 94627,930993125,August 9 1986
Olinda,Julius,Finne,961382930,October 7 1969,868 Lisa Mae Road BELLVILLE Texas 36314,751289150,January 24 1993
Trudi,Miyoko,Ravi,489594441,July 3 1979,432 Sikes Road  Texas 94312,686363229,June 16 2015
Royce,Adell,Nowden,229667848,November 12 1958,3195 Leach Lane BELLVILLE Texas 20433,925174501,May 25 1995
Beatriz,Chrissy,Rafael,585253846,December 6 1970,7504 Magnolia Lane NEW ULM Texas 71489,587783276,July 7 2015
Lori,Terrilyn,Damms,653203503,May 31 1976,5294 Pindula Road SEALY Texas 43620,417154612,November 27 2012
Sterling,Amira,Manery,908932787,April 22 1995,10876 Fm 1456 BELLVILLE Texas 31360,549687434,April 1 1988
Chris,Warren,Winborn,651781885,July 22 1974,8732 Bleiblerville Road BRENHAM Texas 67070,434308957,August 8 1996
Kathaleen,Alana,Shipes,152070623,January 27 1980,622 East Main Street BELLVILLE Texas 23691,143579825,March 25 2015
Temika,Anita,Rocheleau,108596493,June 19 1987,3016 Newsom Road BELLVILLE Texas 25895,338776691,August 26 2016
Lynne,Felisa,Wiedeman,946759701,May 25 1958,4041 Ullrich Road FAYETTEVILLE Texas 83127,438852533,January 21 2002
Delois,Carly,Lasik,635076554,July 29 1962,213 Heritage Trail North BELLVILLE Texas 63185,714917768,January 5 2016
Sanford,Fredric,Singeltary,440494349,September 23 1980,   Texas 30222,619904481,October 13 1989
Joannie,Melina,Pack,412658686,November 1 1959,7026 Harry Street WALLIS Texas 12778,619290403,August 19 2004
Valerie,August,Hawkings,222940919,January 6 1977,1834 Main Street INDUSTRY Texas 34653,640741421,September 2 1992
Vina,Sammie,Adleman,347046486,June 27 1965,1104 South Masonic Street BELLVILLE Texas 83488,263564875,June 17 1999
Norma,Leesa,Pries,595753573,February 24 1970,0 Fm 529 (Off Of) BELLVILLE Texas 26139,179247614,March 13 2009
Graciela,Edward,Kubota,460789257,October 22 1965,   Texas 33330,458686319,April 2 1985
Luanne,Genevieve,Helander,730153491,May 27 1965,   Texas 61300,231374913,July 29 1997
Elenor,Mavis,Neally,209328576,April 27 1953,6955 Redwood Road BELLVILLE Texas 22988,781033016,September 16 2012
Wendi,Dung,Minella,764729652,September 3 1953,0 Coshatte  Road BELLVILLE Texas 60605,522723879,June 29 2009
Carroll,Tawnya,Guedes,519269380,March 7 1996,3477 River Crest Drive  Texas 66006,311216671,December 9 1998
Pauline,Jolanda,Demick,439052378,December 2 1972,4375 East Fm 389 BURTON Texas 94641,141960325,August 24 2001
Olene,Jack,Fugo,199222587,April 1 1955,0 Wagner Road  Texas 58592,257694145,July 7 2012
Rogelio,Gwenn,Espenshade,279504355,September 17 1984,22565 Fm 1094 NEW ULM Texas 12396,721223129,December 14 1996
Ronnie,Louvenia,Sadan,770268138,July 13 1975,7856 Koehn Road BELLVILLE Texas 84201,460606866,May 24 1987
Joellen,Akilah,Zehender,180450050,July 25 1978,0 Yellow Creek Lane Road CAT SPRING Texas 81716,805577434,December 8 1988
Wan,Annelle,Kildoo,860465447,February 27 1986,1819 Ashley Lane SEALY Texas 19153,287267592,June 2 2001
Anne,Kyong,Cleverly,395640980,December 8 1959,524 Gasper Street SEALY Texas 97515,192529322,July 1 2003
Era,Lin,Barillaro,134899484,October 10 1950,   Texas 62229,976448630,May 13 2013
Romeo,Elmira,Hadsell,346693048,July 6 1970,207 Shupak Road BELLVILLE Texas 21975,357960798,July 31 2010
Rosaria,Yee,Liess,316933109,October 16 1975,13315 Lake Road  Texas 57651,671999583,May 1 1990
Sheri,Charles,Stefka,903604024,November 13 1963,222 East Hacienda Street BELLVILLE Texas 81526,264321480,January 24 1998
Kiana,Zora,Harlow,148521553,September 20 1959,944 East 1st Street BELLVILLE Texas 71073,851185446,January 4 2011
Parker,Noel,Semonis,918580352,February 26 1964,1124 Catbird Lane BELLVILLE Texas 12742,716716244,October 30 1993
Eloise,Lovetta,Rosasco,736947543,October 7 1981,6366 Fm 2187 SEALY Texas 28530,304271305,May 12 2005
Juan,Rosamond,Cushman,231820117,May 3 1993,1711 Sempronius Road CHAPPELL HILL Texas 76904,162286697,November 18 1995
Joelle,Debbi,Kreines,114911051,December 11 1975,6107 Guyler Street WALLIS Texas 89881,650011673,March 4 2003
Bernardo,Elaine,Buntin,585203423,April 14 1991,0 Audeane Lane  Texas 55349,936062934,November 4 1998
Chrissy,Lue,Intriago,571745219,May 29 1976,0 East Richter Lane  Texas 59682,578489469,July 3 1990
Lawerence,Wilhelmina,Quates,806855741,December 30 1965,   Texas 83013,433767233,September 21 1990
Sherrie,Toby,Joly,690261827,December 18 1983,490 Sealy Frydek Road SEALY Texas 48019,835791535,March 31 2000
Matthew,Chadwick,Diebold,181997506,January 11 1972,744 Loop Road  Texas 39998,828821865,February 24 2001
Rueben,Walter,Burkhart,389417820,May 17 1962,0 Ruby Drive BELLVILLE Texas 82247,802836708,July 2 1997
Cristen,Wallace,Eschenburg,730034977,February 12 1969,721 East Obryant Street BELLVILLE Texas 73421,760429778,December 27 2008
Becki,Venice,Pickersgill,944148084,December 22 1983,22317 Thistle Lane NEW ULM Texas 13532,257764653,February 26 1999
Lanny,Hildred,Manigo,127079664,December 12 1980,   Texas 68052,863875347,May 13 1990
Jae,Carlos,Steidinger,345264171,November 14 1960,12241 Coral Lane CAT SPRING Texas 82304,443056356,February 29 2016
Evangelina,Ellie,Oyabu,270542786,June 22 1952,487 Skalak Road  Texas 81927,728386464,August 26 2008
Eusebio,Marchelle,Kunishige,312659221,October 23 1955,1104 Chestnut Lane WALLIS Texas 67066,116339427,April 26 2002
Laureen,Lizbeth,Venecia,387608459,May 3 1968,7920 Fm 1094 SEALY  Texas 85804,885700395,July 22 1989
Cecil,Krishna,Nern,770996914,November 12 1968,510 North Fowlkes Street SEALY Texas 86540,439918846,March 9 1993
Brittni,Bree,Barkes,762657513,February 22 1997,   Texas 15149,411013431,September 7 1985
Cinda,Winter,Pangan,898854441,March 27 1954,   Texas 55695,836686449,March 4 2000
Troy,Krysta,Shogren,856435802,October 3 1964,0 Shelby Road  Texas 13734,962833911,July 13 1985
Jae,Lois,Patajo,828625862,May 1 1957,0 Brooks Road  Texas 99252,898365131,May 10 2000
Odilia,Mechelle,Waffenschmidt,629228620,January 2 1972,6011 Dubose Street WALLIS Texas 25572,278404728,December 4 2009
Jennie,Deandrea,Lavoy,387502121,January 4 1986,2911 Highway 36 South SEALY Texas 28715,301128531,May 21 2002
Mallory,Shon,Juelich,364731449,May 4 1974,0 Rice Street SEALY Texas 50016,754255448,June 27 2002
Joe,Fred,Stidham,160094210,November 18 1977,0 Iris Lane  Texas 60470,849544026,July 25 1993
Suzanna,Mia,Bichrest,334863289,August 23 1973,28465 Hermsdorfer Lane NEW ULM Texas 74801,777964759,July 24 2013
Tiara,Britney,Henline,224759761,April 28 1991,0 Private Road Off Travis Road  Texas 17207,604484818,November 15 2003
Rayford,Quyen,Drennan,298546068,May 17 1953,   Texas 16367,786677933,September 9 1988
Francisca,Oneida,Springston,870872482,August 14 1963,26797 Thyme Lane NEW ULM Texas 14593,437059781,November 10 1989
Toney,Stephania,Coriano,700508462,January 23 1996,13178 Newberg Road CAT SPRING Texas 82187,933085067,January 20 2010
Rosamaria,Bernice,Falk,769017410,April 26 1985,359 2nd Street SAN FELIPE Texas 41164,607560850,December 21 1989
Denita,Filomena,Morein,626438267,January 19 1961,139 Machemehl Drive BELLVILLE Texas 98459,261615051,December 25 1993
Dia,Danial,Groos,914719123,September 2 1950,3348 West Ueckert Road BELLVILLE  Texas 75764,275716784,June 24 1999
Evelia,Kristie,Bernardini,886212252,September 14 1957,0 Fm 529 BELLVILLE Texas 69207,581166572,August 8 1985
Katharyn,Alan,Mcgill,246568062,February 29 1980,7490 Stokes Road BELLVILLE Texas 72096,171887358,January 27 1989
Gayle,Norah,Romito,481327171,January 16 1987,0 Highway 36 South WALLIS Texas 61825,158848667,March 1 2005
Amparo,Eusebio,Barbaro,997695482,June 25 1952,352 2nd Street  Texas 70157,374897993,March 9 1990
Tennille,Rana,Gosha,570821517,February 18 1985,0 Highway 36 SEALY Texas 84800,818440494,July 9 1999
Loris,Larraine,Kloberdanz,945085825,March 19 1961,11763 Millheim Cemetery Road  Texas 95408,763595067,April 10 1988
Holli,Leena,Vanartsdalen,372641116,January 30 1991,0 Teleford Lane BELLVILLE Texas 67667,772547659,January 12 2002
Dawna,Yun,Gerhauser,292276927,August 14 1956,0 Steck Bottom Road  Texas 16592,309434591,April 24 2011
Fallon,Johnson,Warns,726219871,September 15 1957,3604 Fm 529 BELLVILLE Texas 91425,637107429,July 26 1988
Terry,Elijah,Steinbrecher,949083277,June 19 1979,289 Century Lane BELLVILLE Texas 65318,115973546,April 30 1998
Chi,Amos,Gishal,834619418,April 11 1964,8626 Palm Road OTHER SIDE OF SANDY CRE Texas 81091,507794228,December 16 1997
Britany,Glenna,Langkabel,747030482,September 22 1982,926 Svinky Road SEALY Texas 15209,458423246,May 16 1989
Irvin,Arnita,Cohlmia,499433354,March 18 1955,0 Kloss Road CAT SPRING Texas 45813,130255192,July 2 1985
Jacinda,Qiana,Desantigo,164586320,September 26 1994,117 Wild Phlox Drive BELLVILLE Texas 45848,838796568,September 25 1995
Jolie,Buck,Berna,143283076,October 3 1988,735 Witte Road BELLVILLE Texas 47146,178652097,June 20 2008
Pearlie,Wendell,Broadwell,993833742,August 3 1984,326 5th Street SEALY Texas 19521,216919542,December 8 1994
Elda,Malissa,Ziesman,478528169,December 2 1957,   Texas 32323,601832771,June 26 2009
Madelaine,Jani,Varquera,795206150,July 1 1968,4156 Shunka Road NEW ULM Texas 24277,557907531,February 21 1991
Lizabeth,Zula,Kasinger,858126479,June 7 1959,   Texas 67504,484165357,December 14 1986
Shasta,Mariam,Torti,792988271,January 20 1987,0 Highway 36  Texas 69894,216783498,April 15 2009
Pat,Gay,Koualeski,927698043,August 14 1982,0 Fm 3013 (Off Of) SEALY Texas 40405,652649101,June 17 2013
Mina,Lawanna,Brislan,418604069,September 5 1990,0 Schluens Road  Texas 98563,560842723,December 29 2013
Felicita,Efrain,Gommer,864991756,September 24 1968,0 East Ueckert Road BELLVILLE Texas 82870,195805298,May 20 1991
Jamey,Cruz,Mather,816834740,October 20 1953,9309 Rocky Road   Texas 46444,371176528,August 14 2008
Dan,Sheba,Schaumann,333286104,November 4 1962,0 Witte Road  Texas 80954,518931427,March 24 2015
Christiana,Jannet,Cogswell,971036854,January 27 1975,0 Indian Road NEW ULM Texas 27508,913430949,February 22 1986
Vergie,Tandy,Steenrod,713872713,October 16 1962,   Texas 73049,368886499,October 13 1992
Ashly,Wenona,Messinger,854606360,January 4 1972,0 Rock House Road  Texas 76457,682306037,January 11 1997
Ngoc,Kenton,Emmerling,805708952,December 12 1976,0 Schulens Road (Off Of)  Texas 29343,517420027,July 18 1991
Lakenya,France,Santigo,178236203,July 13 1966,   Texas 51887,898343032,October 28 2001
Daisy,Karren,Velzeboer,159555475,July 27 1990,3438 Thomas Street   Texas 28212,991352706,May 20 1995
Kenda,Yuki,Nevland,225260127,November 26 1958,7717 Fm 2187 SEALY Texas 35736,523987115,July 29 1992
Vernell,Petra,Wieger,832348323,September 16 1965,7440 Fm 529   Texas 85566,700291880,August 17 2002
Darcey,Karren,Pago,273317610,May 13 1953,1787 Columbus Road WALLIS Texas 26442,909474947,November 7 1990
Van,Lesli,Bucker,724038029,March 25 1970,670 Klopsteck Road SEALY Texas 41117,306086431,November 29 1985
Macy,Albertina,Higbie,810905577,July 7 1979,121 South Harris Street BELLVILLE Texas 94789,429437920,February 3 1989
Gussie,Maddie,Milelr,673447990,March 8 1985,   Texas 34280,344397660,October 18 1986
Vonnie,Hollie,Pangallo,316730078,November 27 1987,   Texas 56451,115833118,April 1 2001
Carlos,Galina,Texiera,507581299,June 14 1954,0 Jackson Road  Texas 51036,687525396,October 9 1996
Loriann,August,Messmer,271203297,February 25 1987,   Texas 29436,480448663,July 10 1991
Lyle,Deann,Tauer,236902075,December 12 1975,711 Buttercup Court SEALY Texas 89590,892362721,October 19 1998
Marla,Anneliese,Mangold,379449923,February 19 1980,0 Wiese Road BELLVILLE Texas 58633,585251187,November 21 1987
Randee,Caroline,Oviedo,980029005,February 13 1991,0 Brast Road (Off Of) SEALY Texas 85724,119872963,April 1 1997
Romana,Shantelle,Polimeni,968735771,May 24 1956,6825 Commerce Street WALLIS Texas 51300,806660998,March 9 1993
Fe,Sung,Plunk,958542429,November 18 1971,107 Meadow Lane SEALY Texas 21131,228043998,November 15 2006
Venus,Ka,Mcevoy,668687885,August 11 1992,0 San Felipe Drive (Off Of)  Texas 14332,131802301,May 1 1995
Numbers,Sid,Letchworth,885694333,March 12 1976,1828 Hillcrest Drive SEALY Texas 78146,412568259,February 5 2007
Karissa,Susanna,Sebren,426855450,May 6 1951,520 East Austin Street BELLVILLE Texas 56696,163167933,December 23 1987
Kristeen,Lauretta,Noller,652131459,July 21 1959,318 Columbus Road SEALY Texas 59429,805651578,December 18 1998
Lashawnda,Edward,Framer,965320467,July 30 1964,25917 Bernard Road NEW ULM Texas 53361,821180911,January 22 1997
Hermelinda,Brande,Hebdon,693646121,September 30 1971,3619 Reinhardt Road BELLVILLE Texas 49624,598935905,September 12 1993
Eldridge,Gabriele,Therres,354895461,May 9 1976,17 South Mechanic Street BELLVILLE Texas 32655,360991506,May 22 2002
Bernetta,Eddy,Mcquitty,577738848,July 2 1976,0 Settlers Court SEALY Texas 39617,560534455,October 9 2010
Luciana,Berry,Zeiger,104072596,September 4 1991,10440 Tottenham Road   Texas 69448,535614072,August 18 1999
Meryl,Oliver,Jungbluth,420637686,January 1 1973,0 Highway 36  Texas 80817,496063957,January 12 1999
Chris,Delores,Tudela,710881039,May 31 1985,0 Fm 109  Texas 26304,778218678,October 17 2000
Tashina,Karlyn,Dagner,208528305,February 12 1982,0 Buenger Road  Texas 83392,710197014,September 21 1998
Hugo,Kati,Budds,361170388,October 29 1994,0 South Tesch Street BELLVILLE Texas 72997,764021371,February 27 2014
Alden,Claire,Vemura,746206367,December 28 1970,139 Jay Lane  Texas 76302,957962868,May 10 1988
Wilson,Edda,Willits,229009261,August 12 1961,5545 Colony Drive   Texas 48386,979672957,August 3 2007
Florentina,Shandra,Gleaton,254203444,November 9 1994,3765 Highway 36 South SEALY Texas 19547,106554006,November 12 2010
Jannette,Amparo,Ikemoto,619749014,November 4 1985,5551 Mixville Road SEALY Texas 73874,144178530,April 2 1987
Chloe,Madelyn,Mismit,528632424,June 28 1987,103 North 10th Street WALLIS Texas 67605,629936679,November 22 2004
Krishna,Claudette,Veiga,118168523,April 23 1963,1942 Witte Road BELLVILLE Texas 83532,919972423,July 15 2004
Pura,Renata,Hugel,124459221,February 29 1952,205 Duerr Drive BELLVILLE Texas 93607,124747668,October 16 2013
Marcos,Juliette,Sturgul,560741991,March 21 1987,322 Menke Street SEALY Texas 56035,441549386,January 14 2001
Leif,Jammie,Hoa,516480371,February 18 1983,2230 Oil Field Road BELLVILLE Texas 83287,909852175,August 20 2011
Debi,Kathlene,Bessone,438647933,February 6 1969,0 Highway 36 BELLVILLE Texas 88922,798672182,August 24 2016
Arvilla,Vesta,Seamons,787758134,April 14 1985,0 Colony Drive   Texas 86942,270042986,May 20 1988
Merna,Dwayne,Demasters,876294862,April 29 1969,5703 Longhorn Trail   Texas 77191,104236592,June 12 2003
Bulah,Marvin,Wannamaker,333356884,January 4 1964,208 Winding Creek Lane SEALY Texas 23154,841620158,September 13 1997
Alexandria,Teena,Letterman,686940757,September 16 1957,0 Gresham Street WALLIS Texas 19086,576911988,May 26 2000
Leora,Arvilla,Gunby,799598154,September 13 1974,228 South Front Street BELLVILLE Texas 75250,952382925,February 5 2013
Leisa,Douglas,Waska,323937544,November 23 1980,739 5th Street SEALY Texas 40190,885160976,April 18 2011
Leandro,Rhoda,Streif,993303714,January 27 1974,610 Piney Creek Road BELLVILLE Texas 96758,707707170,August 9 1989
Yahaira,Romelia,Gerlich,763175209,February 2 1990,719 Piney Creek Road BELLVILLE Texas 68037,452587660,August 25 2013
Jarrod,Verlene,Ennist,240161828,November 14 1962,600 Andrews Street SEALY Texas 35582,418126468,December 14 1996
Velvet,Tresa,Luick,832815858,January 7 1992,3836 College Street SAN FELIPE Texas 38552,971115124,March 20 2016
Arnette,Aleen,Keefer,180904775,February 4 1987,0 Witte Road  Texas 54221,350874564,November 15 1994
Mafalda,Adalberto,Hochfelder,662209272,May 13 1954,997 Post Oak Point Road  Texas 30438,125537044,January 26 1993
Bernice,Danyelle,Canestro,913833744,December 28 1956,419 Meinecke Street BELLVILLE Texas 39925,940309916,March 17 2000
Audrie,Birdie,Bruchman,838224395,January 8 1953,888 Highway 90 East SEALY Texas 66456,603746715,December 16 2015
